regio3,street,livingSpace,baseRent,totalRent,noRooms,floor,typeOfFlat,yearConstructed
Prenzlauer_Berg_Prenzlauer_Berg,Kastanienallee,71.5,1215.5,1525.0,2.0,2.0,apartment,2016.0
Marzahn,Ludwig-Renn-Stra&szlig;e,36.22,325.98,416.53,1.0,3.0,apartment,2019.0
Wittenau_Reinickendorf,no_information,72.05,739.0,856.0,2.0,2.0,apartment,1900.0
Charlottenburg,Kaiserdamm,180.29,2234.0,2630.0,4.0,1.0,,1890.0
Wedding,Koloniestr.,20.0,500.0,610.0,1.0,,apartment,2018.0
Tiergarten,Heidestra&szlig;e,63.46,1183.53,1373.91,2.0,4.0,apartment,2019.0
Charlottenburg,St&uuml;lpnagelstr.,39.0,318.36,438.36,1.0,2.0,apartment,1957.0
Prenzlauer_Berg_Prenzlauer_Berg,Oderberger Str.,120.43,1505.38,1785.38,4.0,2.0,apartment,1910.0
Friedrichshain,Stralauer Allee,129.94,2800.0,3190.0,3.0,6.0,apartment,2019.0
Neu_Hohenschönhausen_Hohenschönhausen,Warnitzer Str.,45.76,366.08,492.08,2.0,3.0,apartment,1987.0
Tiergarten,Heidestra&szlig;e,104.13,1952.44,2264.83,4.0,5.0,penthouse,2019.0
Baumschulenweg_Treptow,Heidekampweg,66.5,667.0,787.0,3.0,1.0,apartment,1918.0
Friedrichshain,Kochhannstrasse,60.0,950.0,1200.0,2.0,2.0,apartment,
Reinickendorf,Reginhardstr.,81.12,1216.8,1622.4,3.0,4.0,apartment,2019.0
Charlottenburg,no_information,193.49,2106.0,2583.0,2.0,0.0,apartment,1968.0
Wittenau_Reinickendorf,no_information,56.6,700.0,742.0,1.0,3.0,apartment,1900.0
Köpenick,no_information,82.0,1066.0,1306.0,3.0,0.0,ground_floor,1997.0
Mitte,Schwartzkopffstra&szlig;e,55.0,1035.24,1234.24,2.0,4.0,apartment,
Steglitz,Albrechtstra&szlig;e,74.0,1380.0,1590.0,3.0,,ground_floor,
Pankow,Brehmestra&szlig;e,52.38,900.0,1030.0,2.0,1.0,apartment,1937.0
Marzahn,Poelchaustr.,77.37,591.88,849.75,3.0,10.0,apartment,1978.0
Kladow_Spandau,Christoph-Columbus-Str,63.0,730.0,850.0,2.0,1.0,apartment,1930.0
Wilmersdorf,Badensche Stra&szlig;e,65.0,1099.0,1264.0,2.5,3.0,apartment,1910.0
Mitte,no_information,31.73,600.0,689.0,1.0,1.0,apartment,
Charlottenburg,Goethestra&szlig;e,57.0,1224.0,1479.0,2.0,,,
Wedding,Burgsdorfstra&szlig;e,122.08,1587.0,1899.0,5.0,0.0,ground_floor,
Lichterfelde_Steglitz,no_information,95.0,1045.0,1330.0,3.0,0.0,ground_floor,1871.0
Friedrichshain,Seumestra&szlig;e,92.14,1499.0,,3.0,2.0,apartment,1900.0
Heinersdorf_Weißensee,Romain-Rolland-Str,95.9,938.0,1088.0,4.0,0.0,apartment,
Marienfelde_Tempelhof,Hanielweg,91.23,784.0,1010.0,3.0,0.0,apartment,1997.0
Tiergarten,Linkstra&szlig;e,22.0,930.0,980.0,1.0,5.0,apartment,
Prenzlauer_Berg_Prenzlauer_Berg,no_information,154.0,1945.0,2195.0,5.0,4.0,apartment,
Charlottenburg,Niebuhrstra&szlig;e,80.0,1500.0,1700.0,3.0,3.0,apartment,1901.0
Tempelhof,Bosestra&szlig;e,98.0,921.0,1059.0,3.0,1.0,apartment,1912.0
Mitte,Niederlagstr.,74.51,1606.0,1839.6,3.0,2.0,,2016.0
Kreuzberg,Sch&ouml;neberger Stra&szlig;e,83.5,1100.0,1400.0,3.0,3.0,apartment,1989.0
Wilmersdorf,no_information,38.13,420.0,600.0,1.0,1.0,,1961.0
Adlershof_Treptow,Newtonstra&szlig;e,74.0,792.54,938.42,3.0,3.0,apartment,2017.0
Hellersdorf,Kastanienallee,69.93,629.0,801.0,3.0,4.0,apartment,1985.0
Rudow_Neukölln,Lettberger Str.,58.99,430.63,,2.0,0.0,apartment,1985.0
Köpenick,no_information,35.05,451.0,560.0,2.0,3.0,apartment,
Rosenthal_Pankow,Kopenhagener Stra&szlig;e,101.65,1120.69,1395.97,4.0,3.0,apartment,2018.0
Tiergarten,Gabriele-Tergit-Promenade,215.5,4310.0,5000.0,4.0,11.0,penthouse,2018.0
Tegel_Reinickendorf,Medebacher Weg,74.0,741.0,957.0,2.0,1.0,apartment,1910.0
Tiergarten,Heidestra&szlig;e,125.39,2333.51,2697.52,4.0,5.0,penthouse,2019.0
Mitte,Chausseestra&szlig;e,17.0,890.0,940.0,1.0,5.0,apartment,
Tiergarten,Hilda-Geiringer-Weg H,107.0,2400.0,2719.0,3.0,4.0,apartment,2019.0
Adlershof_Treptow,Wassermannstra&szlig;e,34.0,660.0,800.0,2.0,4.0,apartment,2018.0
Spandau,Elmweg,94.56,700.46,1052.04,2.2,1.0,apartment,1965.0
Mitte,Friedrichstra&szlig;e,72.67,1887.0,2250.0,2.0,7.0,terraced_flat,1994.0
Weißensee,Friesickestra&szlig;e,58.1,959.0,1108.0,2.0,1.0,other,2018.0
Pankow,Galenusstr.,153.69,2151.66,,4.0,0.0,apartment,2009.0
Marienfelde_Tempelhof,Marienfelder Allee,71.91,719.1,938.43,3.0,5.0,apartment,1974.0
Schöneberg,Winterfeldtstra&szlig;e,26.0,515.0,615.0,1.0,2.0,apartment,1892.0
Pankow,M&uuml;hlenstr.,36.0,880.0,,2.0,3.0,apartment,2018.0
Pankow,no_information,64.23,599.27,783.34,2.0,3.0,apartment,1997.0
Charlottenburg,Otto-Suhr-Allee,154.35,2157.1,2636.1,5.0,,maisonette,2016.0
Reinickendorf,Antonienstra&szlig;e,57.71,530.0,700.0,2.0,,ground_floor,1992.0
Schöneberg,Hauptstra&szlig;e,26.72,750.0,825.0,1.0,2.0,apartment,1900.0
Friedrichshain,Rigaer Str.,79.85,974.17,1173.8,2.0,,apartment,2015.0
Marzahn,B&auml;rensteinstr.,75.03,541.24,792.14,4.0,15.0,apartment,1980.0
Baumschulenweg_Treptow,Kiefholzstr.,43.47,438.0,517.0,1.0,2.0,apartment,1905.0
Wedding,Gottschalkstr.,72.01,791.0,978.0,2.0,,ground_floor,1909.0
Mitte,Leipziger Stra&szlig;e,95.0,1950.0,2320.0,2.0,6.0,apartment,2005.0
Wannsee_Zehlendorf,Seylerstra&szlig;e,170.0,2051.0,2619.0,4.0,3.0,maisonette,1992.0
Weißensee,Pistoriusstra&szlig;e,50.11,565.0,675.0,1.0,3.0,apartment,1905.0
Pankow,Prenzlauer Promenade,88.55,929.78,1144.78,2.0,2.0,apartment,2006.0
Wedding,L&uuml;deritzstra&szlig;e,80.33,1084.0,1359.0,2.5,5.0,ground_floor,1998.0
Friedrichshain,Gabriel-Max-Stra&szlig;e,81.3,1097.0,1295.0,2.0,4.0,apartment,1900.0
Tiergarten,Heidestra&szlig;e,90.12,1604.14,1874.5,3.0,2.0,apartment,2019.0
Kreuzberg,Kreuzbergstr.,102.45,781.9,1031.9,3.5,4.0,apartment,1900.0
Wedding,Guineastr.,65.44,856.87,1039.87,2.0,7.0,apartment,1971.0
Wedding,no_information,53.67,749.77,864.77,2.0,5.0,other,1904.0
Prenzlauer_Berg_Prenzlauer_Berg,Bornholmer Str.,55.28,1090.0,1250.0,2.0,,other,2019.0
Rummelsburg_Lichtenberg,Paula-F&uuml;rst-Str.,112.95,1581.3,,3.0,3.0,apartment,2007.0
Wedding,M&uuml;llerstra&szlig;e,20.5,536.08,649.0,1.0,1.0,apartment,2017.0
Neukölln,Niemetzstra&szlig;e,49.48,930.0,1060.0,2.0,2.0,apartment,1900.0
Siemensstadt_Spandau,Schuckertplatz,55.72,627.0,778.0,2.0,4.0,apartment,1930.0
Friedrichshain,Warschauer Stra&szlig;e,71.26,1140.16,1368.19,2.0,2.0,apartment,1900.0
Köpenick,Alfred-Randt-Stra&szlig;e,64.36,387.26,576.91,3.0,12.0,apartment,1982.0
Friedrichshain,G&auml;rtnerstra&szlig;e,83.59,1280.0,,2.0,3.0,apartment,1900.0
Mitte,Voltairestra&szlig;e,58.62,1078.52,1438.87,2.0,5.0,apartment,
Grünau_Köpenick,Regattastr.,67.93,751.99,1001.99,2.0,,roof_storey,1996.0
Mitte,Rungestra&szlig;e,110.0,1750.0,2200.0,4.0,,terraced_flat,2015.0
Tiergarten,Hilda-Geiringer-Weg,132.0,2920.0,3315.0,4.0,5.0,apartment,2019.0
Mitte,K&ouml;penicker Stra&szlig;e,80.0,1790.0,1790.0,2.5,0.0,ground_floor,
Prenzlauer_Berg_Prenzlauer_Berg,no_information,150.0,2850.0,3375.0,4.0,5.0,penthouse,1900.0
Alt_Hohenschönhausen_Hohenschönhausen,Am Faulen See,54.44,416.47,555.7,2.0,,ground_floor,1930.0
Wilmersdorf,no_information,137.48,3368.26,3821.94,4.0,1.0,apartment,1906.0
Charlottenburg,Trendelenburgstra&szlig;e,48.61,362.14,515.72,1.5,3.0,,1986.0
Mitte,Boyenstra&szlig;e,131.98,2243.66,2639.6,5.0,,,2018.0
Kreuzberg,Am Lokdepot,115.0,1799.0,2249.0,3.0,3.0,apartment,2016.0
Schöneberg,Wexstra&szlig;e,49.13,982.0,1228.0,1.0,6.0,apartment,2018.0
Pankow,Binzstr.,100.69,999.0,1209.0,3.0,1.0,apartment,1900.0
Friedrichshain,Karl-Marx-Allee,62.0,1650.0,1650.0,2.0,1.0,other,
Spandau,Wilhelmstra&szlig;e,140.0,1400.0,1540.0,4.0,0.0,raised_ground_floor,1927.0
Schöneberg,Beckerstr.,57.0,883.5,966.5,2.0,1.0,apartment,1900.0
Tiergarten,Genthiner Str.,66.49,1329.0,1509.0,2.0,,apartment,2019.0
Mitte,no_information,35.41,1300.0,1400.0,2.0,5.0,apartment,1997.0
Oberschöneweide_Köpenick,Tabbertstra&szlig;e,58.82,647.02,823.48,2.0,0.0,ground_floor,2018.0
Spandau,Stra&szlig;burger Stra&szlig;e,67.69,900.0,1107.0,2.0,2.0,apartment,1984.0
Hellersdorf,Alte Hellersdorfer Str.,32.6,346.74,471.53,1.0,2.0,apartment,1989.0
Kreuzberg,Heimstra&szlig;e,70.0,878.0,990.0,2.0,,,1900.0
Mitte,Griebenowstra&szlig;e,162.28,2435.0,2870.0,5.0,0.0,raised_ground_floor,1891.0
Waidmannslust_Reinickendorf,Todtnauer Zeile,72.0,499.0,739.0,2.0,4.0,apartment,1967.0
Reinickendorf,no_information,72.48,900.0,1095.0,3.0,1.0,apartment,1905.0
Steglitz,no_information,72.71,1149.0,1299.0,3.0,5.0,roof_storey,1900.0
Oberschöneweide_Köpenick,Marienstra&szlig;e,50.61,410.0,530.0,2.0,3.0,ground_floor,1907.0
Prenzlauer_Berg_Prenzlauer_Berg,Sch&ouml;nhauser Allee,38.0,608.0,696.0,1.0,3.0,apartment,1900.0
Lichterfelde_Steglitz,Mommsenstrasse,135.0,1460.0,1780.0,3.0,2.0,roof_storey,1896.0
Steglitz,Klingsorstr.,46.96,728.0,867.0,2.0,,roof_storey,1956.0
Mitte,Vo&szlig;stra&szlig;e,52.24,1044.8,1250.06,1.0,5.0,terraced_flat,2015.0
Mahlsdorf_Hellersdorf,no_information,83.85,832.63,1032.63,3.0,1.0,apartment,1995.0
Hellersdorf,Luckenwalder Str.,41.9,314.25,414.81,1.0,3.0,apartment,1988.0
Johannisthal_Treptow,Johannes-Werner-Str.,118.0,1590.0,1800.0,3.0,3.0,ground_floor,1896.0
Mitte,Chausseestr.,44.0,850.0,977.6,2.0,4.0,apartment,
Charlottenburg,Mollwitzstra&szlig;e,107.47,1612.05,1988.2,2.0,5.0,apartment,
Prenzlauer_Berg_Prenzlauer_Berg,Rykestr.,72.48,1957.0,2147.0,3.0,4.0,apartment,1906.0
Mitte,no_information,38.0,1300.0,1490.0,2.0,,apartment,
Neukölln,Nogatstra&szlig;e,32.49,585.0,675.0,1.0,2.0,apartment,1910.0
Prenzlauer_Berg_Prenzlauer_Berg,Danziger Stra&szlig;e,75.02,1459.0,1739.0,2.0,3.0,apartment,2016.0
Schöneberg,no_information,140.0,1990.0,2405.0,4.0,4.0,apartment,
Charlottenburg,Meinekestra&szlig;e,95.33,1383.29,1704.59,2.0,2.0,apartment,1992.0
Charlottenburg,Kaiserin-Augusta-Allee,89.0,1269.0,,3.0,,ground_floor,1900.0
Friedrichshain,Stralauer Platz,39.75,900.34,999.27,1.0,11.0,apartment,
Tiergarten,Gabriele-Tergit-Promenade,45.0,1350.0,1524.0,2.0,5.0,apartment,2018.0
Friedenau_Schöneberg,Wilhelm- Hauff- Strasse,60.65,1100.0,1240.0,2.0,2.0,apartment,1905.0
Mariendorf_Tempelhof,Machonstra&szlig;e,123.97,1395.0,1696.0,5.0,,ground_floor,1904.0
Tiergarten,Lydia-Rabinowitsch-Stra&szlig;e,87.0,1481.0,1731.0,3.0,,roof_storey,2018.0
Pankow,Kreuzstra&szlig;e,45.0,549.0,679.0,2.0,4.0,apartment,1900.0
Kreuzberg,Kreuzbergstr.,26.52,202.4,272.4,1.0,0.0,apartment,1900.0
Tiergarten,Linkstra&szlig;e,16.0,890.0,940.0,1.0,4.0,apartment,
Friedrichshagen_Köpenick,Dreiserstra&szlig;e,53.65,509.3,598.4,2.0,2.0,apartment,1912.0
Tiergarten,Birkenstra&szlig;e,38.18,732.24,824.28,1.0,4.0,apartment,
Wilmersdorf,Landhausstr.,51.08,583.0,733.0,1.5,2.0,,1913.0
Pankow,no_information,86.32,805.37,1045.37,3.0,4.0,apartment,1997.0
Französisch_Buchholz_Pankow,La-Rochelle-Stra&szlig;e,109.73,1199.0,1518.0,4.0,0.0,ground_floor,1997.0
Oberschöneweide_Köpenick,no_information,95.0,998.0,1284.53,2.0,4.0,roof_storey,1900.0
Oberschöneweide_Köpenick,Wilhelminenhofstrasse,95.31,636.67,828.67,3.0,3.0,apartment,
Charlottenburg,Herderstr.,112.6,1576.4,1826.4,2.0,0.0,apartment,2020.0
Lichterfelde_Steglitz,no_information,53.4,471.2,636.3,2.0,3.0,raised_ground_floor,1960.0
Blankenburg_Weißensee,Alt-Blankenburg,94.0,650.0,730.0,1.0,1.0,maisonette,
Lichtenberg,Skandinavische Str.,78.0,850.0,1050.0,2.0,5.0,roof_storey,2019.0
Friedrichshain,Kopernikusstra&szlig;e,83.45,1544.0,1744.0,4.0,5.0,apartment,2019.0
Charlottenburg,no_information,274.0,9500.0,9774.0,5.0,,roof_storey,1900.0
Friedrichshain,Stralauer Allee,86.0,1450.0,1700.0,3.0,3.0,other,
Friedrichshain,Erich-Nehlhans-Str.,64.0,1099.0,1259.0,2.0,2.0,apartment,2018.0
Spandau,Pfefferweg,66.73,667.3,857.3,2.5,2.0,other,1964.0
Neukölln,Mariendorfer Weg,51.72,736.49,891.65,1.0,1.0,apartment,1917.0
Reinickendorf,Provinzstr.,79.0,987.0,1181.0,2.0,1.0,apartment,1906.0
Wilmersdorf,Katharinenstra&szlig;e,95.0,1800.0,2100.0,3.0,2.0,,
Tiergarten,Klara Franke Strasse,11.0,620.0,670.0,1.0,1.0,apartment,
Köpenick,Mahlsdorfer Stra&szlig;e,70.82,850.0,1000.0,2.5,2.0,apartment,1929.0
Schöneberg,Gleditschstra&szlig;e,123.0,1450.0,1560.0,4.0,0.0,ground_floor,1905.0
Weißensee,Rennbahnstra&szlig;e,79.5,1025.0,1185.0,3.0,3.0,apartment,1913.0
Adlershof_Treptow,Florian-Geyer-Str.,60.0,600.0,760.0,2.0,1.0,other,
Grünau_Köpenick,Waldkiefernring,83.14,1047.0,1279.0,3.0,1.0,apartment,2014.0
Rosenthal_Pankow,Dammsm&uuml;hler Stra&szlig;e,98.19,956.64,1216.64,3.0,1.0,apartment,1996.0
Wilmersdorf,no_information,73.0,1300.0,1405.0,2.0,4.0,apartment,1915.0
Kreuzberg,no_information,70.0,1160.0,1350.0,3.0,6.0,other,1959.0
Spandau,Weverstrasse,71.69,430.14,595.14,3.0,2.0,apartment,1927.0
Hellersdorf,Kyritzer Str.,57.42,430.65,580.12,3.0,1.0,raised_ground_floor,1991.0
Frohnau_Reinickendorf,no_information,99.38,750.76,,3.0,1.0,apartment,1975.0
Niederschöneweide_Treptow,Flie&szlig;stra&szlig;e,46.09,635.0,796.32,1.5,5.0,apartment,
Friedrichshagen_Köpenick,F&uuml;rstenwalder Damm,65.37,495.44,682.02,2.0,1.0,apartment,1928.0
Charlottenburg,Gervinusstr.,25.85,870.0,990.0,1.0,,apartment,2019.0
Friedrichshain,Rigaer Str.,83.27,1244.43,1449.43,3.0,,apartment,2015.0
Prenzlauer_Berg_Prenzlauer_Berg,Gethsemane Stra&szlig;e,54.22,805.0,922.0,2.0,1.0,apartment,1920.0
Spandau,Schwanter Weg,51.48,333.59,449.39,2.0,1.0,,1983.0
Wedding,Liebenwalder Stra&szlig;e,104.0,1300.0,,4.0,4.0,apartment,
Grunewald_Wilmersdorf,Fontanestr.,80.0,1150.0,1470.0,3.0,2.0,roof_storey,
Friedrichshain,Friedrichsberger Str.,77.7,990.0,1161.0,2.0,3.0,apartment,1911.0
Friedrichshain,Revaler Stra&szlig;e,84.1,1261.5,1505.39,3.0,1.0,apartment,1900.0
Mitte,Keibelstra&szlig;e,50.0,950.0,1150.0,3.0,1.0,apartment,
Weißensee,Feldtmannstra&szlig;e,89.0,880.0,1173.0,2.0,2.0,apartment,
Lichtenrade_Tempelhof,no_information,87.0,1150.0,1330.0,3.5,2.0,apartment,
Lichtenberg,Weitlingstra&szlig;e,80.17,949.0,1077.0,3.0,3.0,apartment,1900.0
Schöneberg,Leuthener Str.,92.0,1850.0,1850.0,3.0,3.0,,1903.0
Weißensee,B&ouml;rnestra&szlig;e,98.27,1179.0,1448.0,3.0,0.0,ground_floor,1918.0
Pankow,Berliner Stra&szlig;e,87.97,1350.0,1560.0,2.0,5.0,roof_storey,1910.0
Marzahn,Borkheider Stra&szlig;e,83.14,515.47,702.53,4.0,4.0,apartment,1986.0
Oberschöneweide_Köpenick,An der Wuhlheide,54.36,560.45,718.1,2.0,1.0,apartment,1995.0
Friedrichshain,Kopernikusstra&szlig;e,83.0,1400.0,1599.0,3.0,5.0,apartment,2019.0
Zehlendorf,Teltower Damm,62.22,643.0,795.0,2.0,1.0,apartment,1990.0
Zehlendorf,Potsdamer Stra&szlig;e,58.0,880.0,957.0,3.0,2.0,roof_storey,
Mitte,Stallschreiber Str.,64.02,1130.0,1320.0,2.0,1.0,apartment,2019.0
Pankow,Thulestra&szlig;e,72.0,1008.0,1156.0,3.0,2.0,apartment,1890.0
Tiergarten,Gabriele-Tergit-Promenade,60.0,1500.0,1765.0,2.0,8.0,apartment,2018.0
Charlottenburg,no_information,256.0,4480.0,5170.0,5.0,2.0,apartment,1902.0
Steglitz,Sch&uuml;tzenstra&szlig;e,150.96,1434.12,1784.12,7.0,3.0,roof_storey,1805.0
Staaken_Spandau,Hamburger Str.,65.0,756.0,939.0,2.0,1.0,,2018.0
Tiergarten,Heidestra&szlig;e,83.43,1639.4,1889.69,3.0,5.0,apartment,2019.0
Adlershof_Treptow,Wassermannstra&szlig;e,55.0,830.0,980.0,2.0,,apartment,2017.0
Karlshorst_Lichtenberg,Treskowallee,55.0,380.0,552.0,2.0,,ground_floor,
Steglitz,Oehlertring,85.39,925.86,1201.07,3.0,1.0,apartment,1973.0
Tiergarten,Rostocker Stra&szlig;e,95.0,1521.0,1893.0,2.0,4.0,apartment,2019.0
Zehlendorf,Windsteiner Weg,55.0,642.0,810.0,2.5,2.0,,1938.0
Friedrichsfelde_Lichtenberg,Einbecker Str.,60.0,562.0,699.0,2.0,4.0,apartment,1995.0
Adlershof_Treptow,Newtonstrasse,71.0,653.2,816.5,3.0,1.0,ground_floor,2019.0
Baumschulenweg_Treptow,Behringstrasse,91.48,870.0,,2.0,4.0,roof_storey,
Schöneberg,Leber Str.,25.25,404.0,454.5,1.0,4.0,,
Tiergarten,Ufnaustra&szlig;e,64.72,1155.0,1300.0,3.0,,ground_floor,1905.0
Rosenthal_Pankow,Stra&szlig;e 113,34.01,272.0,384.0,1.0,1.0,apartment,1996.0
Friedrichshain,Kopernikusstra&szlig;e,82.92,1534.0,1733.0,4.0,2.0,apartment,2019.0
Lichterfelde_Steglitz,no_information,133.0,1460.0,1860.0,3.0,1.0,terraced_flat,1995.0
Zehlendorf,no_information,110.0,1200.0,1406.0,3.5,2.0,roof_storey,1906.0
Schöneberg,Kurf&uuml;rstenstr.,67.0,1193.0,1393.0,1.5,4.0,apartment,
Wedding,no_information,65.0,1000.0,1290.0,2.0,0.0,terraced_flat,
Schöneberg,Beckerstr.,143.17,1850.0,2043.0,4.0,4.0,roof_storey,1904.0
Pankow,Thulestra&szlig;e,65.01,910.14,1105.17,2.0,1.0,apartment,
Steglitz,Halskestr.,49.99,419.18,593.87,1.5,6.0,apartment,1992.0
Wilmersdorf,Katharinenstra&szlig;e,91.63,1200.0,1450.0,2.0,2.0,apartment,1910.0
Spandau,Pionierstr.,68.82,496.27,754.0,2.0,0.0,ground_floor,1973.0
Köpenick,Dorotheenstra&szlig;e,46.35,372.2,502.38,2.0,3.0,apartment,1910.0
Tempelhof,Kaiserkorso,32.96,475.0,569.0,1.0,1.0,apartment,1956.0
Wedding,Triftstr.,45.0,730.0,855.92,2.0,1.0,apartment,2019.0
Tiergarten,L&uuml;tzowufer,90.06,1761.17,2076.38,3.5,7.0,,2018.0
Lankwitz_Steglitz,Gabainstra&szlig;e,66.77,467.39,630.62,3.0,1.0,,1966.0
Marzahn,Bruno-Baum-Stra&szlig;e,75.03,490.69,702.18,4.0,6.0,apartment,1981.0
Französisch_Buchholz_Pankow,Arnouxstra&szlig;e,75.84,849.0,1039.0,3.0,1.0,apartment,1996.0
Haselhorst_Spandau,Ruth-Stephan-Str.,64.25,473.41,694.32,2.0,5.0,apartment,1999.0
Köpenick,An der Filmafabrik,75.98,800.0,1037.0,2.0,,loft,1923.0
Mitte,no_information,95.9,1339.0,1519.0,3.0,1.0,apartment,1900.0
Mitte,Wadzeckstra&szlig;e,24.58,485.0,565.0,1.0,3.0,apartment,2017.0
Heinersdorf_Weißensee,Romain-Rolland-Strasse,22.3,650.0,734.0,1.0,,roof_storey,2019.0
Marienfelde_Tempelhof,Marienfelder Allee,86.2,587.02,848.02,2.5,,other,1972.0
Hellersdorf,Stendaler Str.,35.69,449.0,536.0,1.0,1.0,apartment,1985.0
Niederschönhausen_Pankow,Blumenthalstra&szlig;e,88.27,838.57,1133.57,2.0,,apartment,1996.0
Spandau,F&ouml;lderichstra&szlig;e,122.6,1020.0,1160.0,3.0,3.0,apartment,1907.0
Mariendorf_Tempelhof,Liviusstra&szlig;e,57.26,376.77,574.58,2.0,2.0,,1975.0
Neukölln,Delbr&uuml;ckstra&szlig;e,92.0,1392.0,1753.0,3.0,1.0,apartment,2018.0
Karlshorst_Lichtenberg,Tannh&auml;userstra&szlig;e,57.47,750.0,930.0,2.0,1.0,apartment,1920.0
Charlottenburg,Kaiserdamm,81.0,1692.9,1935.9,2.5,5.0,roof_storey,1900.0
Marienfelde_Tempelhof,Malteserstra&szlig;e,63.0,1293.0,1501.0,2.0,2.0,apartment,2019.0
Hellersdorf,Janusz-Korczak-Str.,70.28,669.0,875.0,3.0,3.0,roof_storey,1997.0
Neukölln,Donaustra&szlig;e,68.0,1200.0,1370.0,2.0,,apartment,
Mitte,Wadzeckstrasse,24.59,500.0,580.0,1.0,7.0,apartment,
Friedrichshain,Lehmbruckstra&szlig;e,98.17,1423.47,1698.47,3.0,2.0,apartment,1905.0
Niederschöneweide_Treptow,Schnellerstra&szlig;e,27.15,475.13,556.58,1.0,5.0,apartment,
Adlershof_Treptow,Florian-Geyer-Str.,60.0,690.0,850.0,2.0,2.0,apartment,
Friedenau_Schöneberg,Rheinstra&szlig;e,121.4,1580.0,1870.0,4.0,3.0,apartment,1918.0
Friedenau_Schöneberg,no_information,144.0,2490.0,,5.0,5.0,penthouse,2020.0
Tiergarten,Sickingenstra&szlig;e,75.47,905.64,1090.64,3.0,0.0,ground_floor,1906.0
Nikolassee_Zehlendorf,no_information,131.0,2227.0,2620.0,3.0,4.0,penthouse,
Prenzlauer_Berg_Prenzlauer_Berg,Kollwitzstra&szlig;e,176.0,4200.0,4553.0,5.0,,apartment,2019.0
Niederschönhausen_Pankow,Am Orangeriepark,87.36,1199.0,1479.0,3.0,2.0,apartment,2015.0
Reinickendorf,no_information,51.03,700.0,837.0,2.0,2.0,apartment,1905.0
Schöneberg,Speyerer Str.,29.49,442.35,576.81,1.0,0.0,ground_floor,1965.0
Wedding,Antwerpener Str.,70.0,660.0,770.0,3.0,,ground_floor,1910.0
Treptow,Karl-Kunger-Stra&szlig;e,54.49,1000.0,1145.0,2.0,4.0,roof_storey,1910.0
Tiergarten,Br&uuml;der-Grimm-Gasse,108.0,1780.0,2266.59,3.0,8.0,maisonette,
Kreuzberg,Fidicinstr.,85.6,1740.0,1970.0,2.0,5.0,roof_storey,2019.0
Adlershof_Treptow,Gross-Berliner-Damm,92.01,1149.0,1360.6,3.0,,maisonette,2014.0
Tiergarten,Genthiner,159.78,2876.04,3435.27,4.0,6.0,penthouse,2019.0
Charlottenburg,Herderstr.,122.27,1790.0,2080.0,3.0,1.0,apartment,2020.0
Mitte,Dresdener Str.,118.0,1450.0,1750.0,3.0,5.0,apartment,2010.0
Rahnsdorf_Köpenick,Mausohrweg,97.13,1029.58,,4.0,1.0,other,2019.0
Neukölln,no_information,120.01,2000.0,2300.0,3.0,4.0,apartment,2018.0
Friedrichsfelde_Lichtenberg,Kraetkestra&szlig;e,54.05,567.0,763.0,2.0,0.0,apartment,1930.0
Schöneberg,Innsbrucker Stra&szlig;e,131.84,2340.16,2656.58,4.0,2.0,apartment,2019.0
Spandau,Pionierstr.,65.46,557.06,799.72,2.0,3.0,apartment,1961.0
Charlottenburg,Meinekestra&szlig;e,86.05,1247.73,1538.57,2.0,3.0,apartment,1992.0
Prenzlauer_Berg_Prenzlauer_Berg,no_information,77.5,1085.0,1225.0,2.0,2.0,apartment,1900.0
Biesdorf_Marzahn,Cecilienstra&szlig;e,31.75,310.0,417.0,1.0,3.0,,1983.0
Spandau,Elsflether Weg,41.42,354.14,527.14,1.0,,ground_floor,1960.0
Prenzlauer_Berg_Prenzlauer_Berg,Lychener Stra&szlig;e,101.0,1380.0,1680.0,3.0,,apartment,2010.0
Lichterfelde_Steglitz,PLatz des 4 Juli,33.9,471.21,585.21,1.0,1.0,,1937.0
Prenzlauer_Berg_Prenzlauer_Berg,Jablonskistra&szlig;e,30.0,1100.0,,2.0,2.0,,2017.0
Weißensee,Berliner Allee,105.0,2200.0,2200.0,2.0,,roof_storey,
Oberschöneweide_Köpenick,Pl&ouml;nzeile,50.94,522.0,662.0,2.0,0.0,apartment,1912.0
Neukölln,Lichtenrader Stra&szlig;e,57.39,1150.0,1300.0,2.0,,ground_floor,1912.0
Friedrichshain,no_information,105.4,1475.6,1775.6,3.0,3.0,apartment,1920.0
Tiergarten,Heidestra&szlig;e,70.0,1041.0,1230.0,2.0,,ground_floor,2018.0
Alt_Hohenschönhausen_Hohenschönhausen,Landsberger Allee,59.96,605.0,785.0,2.0,4.0,apartment,1995.0
Lichtenberg,Emanuelstr.,83.73,1300.0,1510.0,2.0,0.0,ground_floor,
Charlottenburg,Heubnerweg,84.0,1500.0,1777.0,2.0,4.0,,2017.0
Hellersdorf,Kastanienallee,35.69,439.0,526.0,1.0,2.0,apartment,1985.0
Alt_Hohenschönhausen_Hohenschönhausen,Wartenberger Str.,80.5,447.44,672.56,4.0,4.0,apartment,1973.0
Schmargendorf_Wilmersdorf,Hohenzollerndamm,47.34,710.0,919.0,2.0,4.0,apartment,1972.0
